Voltage,Current
4.939927306490097,2.697495130952204
5.32162774872392,2.385984069943345
5.057554902626582,2.5843004524738
5.176679724192646,2.480842878903156
4.76729998914772,2.5938598355438254
5.211965996303514,2.4983841691664472
4.623248339426763,2.419446376214008
4.922430079894597,2.638010969229465
5.120481909400466,2.569924895155885
5.098135247719475,2.641906829899771
5.570089739981827,2.6286570897582133
4.994702577188454,2.5669853552254
4.69641040672084,2.4248697545895608
5.096594503456608,2.478209329295714
5.088097590719886,2.6192260614164526
5.236268025183961,2.5112337543114536
4.994761282575637,2.4563933978213623
4.798427610889265,2.5313242932693782
5.223954885225233,2.492478351984502
4.954381772473259,2.525079994980232
5.283819016764618,2.712359310066492
4.954629268351622,2.5667648330528916
5.380795350924357,2.5621035582445035
5.331974849177094,2.5314754633660237
4.990359814330906,2.429795744863246
5.318810085061391,2.4662061892532203
5.221749149687001,2.5218457092204476
5.031306411587341,2.522151004483797
5.0162771623659985,2.5900623268675984
4.977594065121962,2.5639003872390562
5.013077791670722,2.5268165074280926
5.129019201754332,2.534352450792843
5.236408093351006,2.485239985981319
5.231566095688283,2.6848433347734053
5.043039191942473,2.606082103854934
5.316567539255672,2.68012762056938
4.955142737489424,2.5744383985209844
5.284426265368212,2.4959027168662775
5.337870970413151,2.583304046236647
5.150400730241002,2.53366436769735
5.262882408743148,2.652587645336744
5.19812024610294,2.4324190925579137
5.453797987682362,2.6127042781987884
4.977042249431115,2.551034836255513
4.943968452838361,2.5119833413107164
5.086808355315023,2.6962685296848843
5.326217968805645,2.4508802093053395
5.039979665747807,2.56864863007129
5.1236418068633105,2.57804271334171
5.178636448225359,2.5994656353077397
5.258792512042646,2.576891417223819
4.818397225370705,2.2875400084863275
5.2685277650799005,2.3844707084516905
5.192485964759785,2.4063891460799023
5.191486966054073,2.515744757289753
5.07406087496117,2.368089336472892
5.132913342305226,2.426983871704796
5.18094783935605,2.435555444548256
5.259784325083515,2.561500845225229
4.997183195384256,2.6399192399436453
4.982922366598054,2.619092936450643
5.144870075088021,2.584267917248086
5.203055416601451,2.2953011404085406
4.65374223435392,2.551583033591435
4.794142892720563,2.5913196330812007
5.184256594162205,2.546113340593734
5.152000327966836,2.570097945961699
5.366247371203993,2.533683741738369
4.905944955619132,2.6019175703836948
5.175422516621393,2.5160757328474084
5.2968377516914416,2.4557866380673863
5.237343293983594,2.5862428592806324
5.011662471276325,2.6269561013818445
5.255493702251418,2.3711651475753697
5.08831449183313,2.563865816196816
5.084068053335752,2.6072777975871606
5.158178802765587,2.483449017254523
5.0473243588211725,2.6531699032296756
4.6375938724330545,2.4587660959146023
5.027868893382781,2.765143401320484
5.26348669824348,2.5906521575343167
5.1496355612905775,2.397228222243838
5.055177586522417,2.4619006590829016
4.889066399693003,2.4889001825067867
5.351845491720904,2.317721794712377
5.241251458847158,2.7059919166640163
5.209412904487697,2.3866967737240947
5.077545169352432,2.5437579506741694
5.283168298770048,2.684722829034206
5.337368771300448,2.4206899299084563
5.1465127049565,2.545613239848145
4.89699591900122,2.6730644125589134
5.018187037776174,2.476299757731754
5.023195197272789,2.6568930359947105
5.34845859161723,2.7168024206069084
5.007785213976916,2.446732283613663
5.036365514882456,2.5392211907946893
5.1074792994303735,2.513732052594587
4.756124013907731,2.6132338966556414
4.898918645575711,2.529235326696226
5.476952211450592,2.5438048746856268
4.827982772059261,2.6140453010846434
4.886197404512294,2.639846221620129
4.893091070639413,2.5480702607417824
5.032898775120778,2.684856843111816
5.224143332625028,2.7134489935978623
5.107239120536361,2.6419913649749196
5.271504008793403,2.678325377931374
5.015694120594096,2.600764233041104
5.375083688023946,2.616341642587752
4.910980372879792,2.571466683922191
5.018821969432407,2.7290571333791744
4.694493523444429,2.431306844502136
5.133165470310483,2.4322138602574372
4.926095874780038,2.5289644194454746
5.354133258842269,2.444252483649306
5.070597521656371,2.636783670093126
5.3673315941414215,2.4442253217586094
5.005518053151246,2.6586120814064182
5.197864883490077,2.500365605477375
5.0309208500155105,2.494459262743184
4.77530007242819,2.6454744201557183
5.076904993185407,2.6445779119322244
5.230994692542078,2.4313669310501638
4.956332509978444,2.5453129702267727
5.066295738824528,2.576202859761157
5.378048267049975,2.5686204071352474
5.106038217186159,2.5830671020892164
5.272179639903679,2.4670986949686027
5.102881566454444,2.3112259979344842
5.341333603465223,2.5157811059476898
5.179774573422428,2.5267026361855924
4.943050060456421,2.5883938335493073
4.9950266419183755,2.4403945116143393
5.0498233015802105,2.760228389729429
5.45253956853014,2.525938619323251
4.679198882272063,2.541822393379983
5.389853971605579,2.5853868106074884
5.133772141554284,2.5252901120263926
4.849110826605766,2.5134704231811593
5.459262090929563,2.5923001673235797
5.152371219557962,2.5383570050427515
5.044284817561186,2.472853567145047
5.019052103246012,2.6214761985133683
4.808613367102936,2.4633242026999747
5.247303388560585,2.5086963335597514
5.180581838261008,2.5075197209580953
5.097293764161824,2.6020865900963543
5.045465498815145,2.5655613451580384
5.370882119454338,2.698331204968289
4.816872335197076,2.6424106949969173
4.938516241687732,2.565740961461085
4.882882449597907,2.5701609633594815
4.710949159026726,2.523904826498895
5.307846886094611,2.581398119093237
4.917775561919167,2.497316333103436
5.079488840047611,2.544412088549517
4.909469553119092,2.577265814266864
4.60444844361851,2.56793266994616
4.910925905644891,2.4984169940072043
5.095389146221045,2.5243252902970834
5.145260308694073,2.547687960496612
4.906992056114122,2.594389112628078
5.130772643939872,2.4392831823801506
4.9158896677531985,2.668336644161722
4.911993584454942,2.5544935896849736
5.3373369763736545,2.5639248731983466
5.217344264538208,2.569117978312976
5.241097364125059,2.560198198716409
5.258943852629524,2.5198988973897083
5.023983817297185,2.3581419707338878
5.225521806157723,2.454386812843155
5.120119217388534,2.423249356259838
5.624324656293548,2.469506438874262
5.2151640949255835,2.5925803316542577
4.928304691860635,2.3893500437012656
5.163011724424314,2.561585703413298
5.15194880591226,2.4388709305154608
5.2392460432624715,2.561073296613324
4.944532964657062,2.6013643043056938
4.818661537056832,2.488067351025965
5.147181882239893,2.609226829187934
5.259764823269119,2.396481422798176
5.1645233639528865,2.4067687477191915
4.820586467875066,2.613305357763589
4.881221244500348,2.5691203191439578
5.001962125415535,2.6295412714519393
5.149678547344835,2.496178216393485
5.269368541299368,2.438374883026119
5.1221649126690805,2.6457797785845014
5.051823351726858,2.6563302686002417
5.057781020179385,2.413674603924083
5.1152209129829656,2.5909662164422196
4.7543836962045996,2.466000879173395
5.0344513845063075,2.6037156322637767
4.999446894268583,2.535296355370936
5.326495729861882,2.494920803361427
4.970880293000066,2.470904510172906
5.1100269009011905,2.549170819300588
5.073224982762411,2.533922427065244
4.821316326505749,2.584268022608995
4.85162940597167,2.5761130947003643
4.915799765431052,2.4816990027466423
5.031390561674065,2.489462079967586
4.796515789404604,2.551128123136185
4.79235702386641,2.4737126671571574
5.303081799181947,2.570018398671083
5.110599715922886,2.577179195846137
